source,browser,sex,age,country_name,n_device_occur,signup_month,signup_day,signup_day_name,purchase_month,purchase_day,purchase_day_name,purchase_over_time,class
Ads,Chrome,M,32,United States,2,1,29,Thursday,5,28,Thursday,2555.5555555555557,1
Direct,Chrome,M,37,Unknown Country,1,5,15,Friday,9,1,Tuesday,5888.888888888889,0
SEO,FireFox,M,41,China,1,7,11,Saturday,11,5,Thursday,3555.5555555555557,0
SEO,IE,M,31,France,1,2,22,Sunday,6,5,Friday,1875.0,0
Ads,IE,F,33,New Zealand,1,1,7,Wednesday,1,15,Thursday,25000.0,0
SEO,Safari,M,38,United States,1,5,23,Saturday,7,25,Saturday,3200.0,0
Ads,IE,F,33,Netherlands,1,2,24,Tuesday,3,22,Sunday,16000.0,0
Ads,IE,M,31,Switzerland,1,1,15,Thursday,1,24,Saturday,43000.0,0
SEO,Safari,M,41,Turkey,1,1,8,Thursday,1,20,Tuesday,27000.0,0
Ads,FireFox,F,37,United States,1,1,20,Tuesday,1,28,Wednesday,49000.0,0
Direct,Chrome,M,34,United States,1,2,13,Friday,5,4,Monday,4500.0,1
SEO,IE,F,20,China,1,4,25,Saturday,7,4,Saturday,8333.333333333334,0
Direct,Safari,M,36,United States,1,1,7,Wednesday,3,3,Tuesday,2750.0,0
SEO,FireFox,F,43,Japan,1,7,22,Wednesday,9,7,Monday,12750.0,0
Ads,FireFox,M,30,United States,1,7,26,Sunday,8,2,Sunday,13000.0,0
Ads,Safari,M,21,Unknown Country,1,8,9,Sunday,11,2,Monday,5428.571428571428,0
Ads,Chrome,M,39,United States,1,2,4,Wednesday,2,4,Wednesday,inf,1
Ads,Safari,M,40,Canada,1,7,18,Saturday,10,31,Saturday,2875.0,0
Direct,Chrome,F,41,United States,1,2,5,Thursday,5,2,Saturday,4142.857142857143,0
SEO,Chrome,F,30,United States,1,1,26,Monday,3,25,Wednesday,8200.0,0
Direct,Chrome,M,31,United Kingdom,1,3,6,Friday,3,28,Saturday,24000.0,0
Direct,Safari,F,24,United States,1,8,1,Saturday,8,25,Tuesday,36500.0,0
SEO,Chrome,M,34,Unknown Country,1,2,5,Thursday,5,11,Monday,9571.42857142857,0
SEO,IE,F,24,Australia,1,8,10,Monday,11,9,Monday,8285.714285714286,0
Direct,Safari,M,41,Unknown Country,12,1,2,Friday,1,2,Friday,inf,1
Ads,Chrome,F,41,Japan,1,6,10,Wednesday,7,11,Saturday,5500.0,0
SEO,Chrome,M,32,France,1,6,12,Friday,8,27,Thursday,3500.0,0
Direct,FireFox,F,45,China,1,5,20,Wednesday,7,15,Wednesday,9500.0,0
SEO,FireFox,M,23,Chile,1,7,5,Sunday,10,21,Wednesday,1777.7777777777778,0
Ads,IE,F,32,Korea Republic of,1,4,9,Thursday,4,17,Friday,42000.0,0
SEO,Chrome,F,39,United States,1,8,6,Thursday,9,5,Saturday,20500.0,0
SEO,Chrome,M,37,United States,1,3,15,Sunday,4,8,Wednesday,18000.0,0
Ads,Chrome,M,49,United States,1,6,10,Wednesday,6,30,Tuesday,23000.0,0
SEO,IE,M,32,China,1,1,25,Sunday,1,31,Saturday,inf,0
SEO,IE,F,34,Japan,1,3,27,Friday,4,23,Thursday,9500.0,0
Ads,Chrome,F,35,United Kingdom,16,1,7,Wednesday,1,7,Wednesday,inf,1
Ads,FireFox,M,37,United States,1,4,22,Wednesday,8,18,Tuesday,2222.222222222222,0
Direct,IE,F,48,France,2,1,20,Tuesday,2,18,Wednesday,11000.0,0
Ads,Chrome,F,39,United States,1,6,29,Monday,9,24,Thursday,5142.857142857143,0
Direct,Chrome,F,22,Netherlands,1,6,3,Wednesday,8,15,Saturday,9000.0,0
Ads,IE,F,20,China,1,3,1,Sunday,5,15,Friday,4333.333333333333,0
Ads,Chrome,F,24,France,1,6,30,Tuesday,8,1,Saturday,12500.0,0
Direct,FireFox,F,47,United States,1,3,5,Thursday,3,14,Saturday,17000.0,0
Ads,Chrome,M,38,Brazil,1,3,5,Thursday,5,12,Tuesday,4000.0,0
Ads,IE,M,24,Argentina,1,2,4,Wednesday,5,25,Monday,3888.8888888888887,0
Ads,Safari,M,40,Canada,1,1,23,Friday,3,30,Monday,11000.0,0
Direct,Safari,F,30,Japan,1,6,16,Tuesday,9,7,Monday,1285.7142857142858,0
Direct,Chrome,F,32,United Kingdom,1,5,25,Monday,6,7,Sunday,23000.0,0
SEO,Safari,M,36,Unknown Country,1,7,15,Wednesday,9,15,Tuesday,12600.0,0
Direct,Opera,F,31,United States,1,4,29,Wednesday,6,13,Saturday,8000.0,0
Ads,Chrome,M,53,Unknown Country,1,4,17,Friday,4,21,Tuesday,inf,0
Direct,IE,M,25,Unknown Country,2,1,27,Tuesday,5,11,Monday,5500.0,1
Ads,FireFox,F,31,United Kingdom,1,1,7,Wednesday,3,29,Sunday,10000.0,0
Ads,Chrome,M,33,Unknown Country,1,8,7,Friday,11,29,Sunday,1333.3333333333333,0
SEO,Chrome,F,19,United States,1,2,16,Monday,3,8,Sunday,42000.0,0
Direct,Chrome,F,19,United Kingdom,1,8,13,Thursday,9,13,Sunday,18500.0,0
Ads,FireFox,M,28,Norway,1,3,11,Wednesday,6,20,Saturday,7125.0,0
Ads,FireFox,M,52,United States,2,7,17,Friday,10,27,Tuesday,5750.0,1
SEO,Chrome,M,26,China,1,7,17,Friday,11,11,Wednesday,3888.8888888888887,0
Direct,Chrome,F,27,Unknown Country,1,5,17,Sunday,5,31,Sunday,15000.0,0
Ads,IE,F,36,Korea Republic of,1,7,22,Wednesday,9,9,Wednesday,8750.0,0
SEO,Chrome,F,25,United States,1,1,31,Saturday,2,28,Saturday,10500.0,0
SEO,IE,F,27,United Kingdom,1,3,10,Tuesday,7,4,Saturday,3666.6666666666665,0
SEO,Chrome,M,37,Japan,2,5,29,Friday,8,12,Wednesday,6333.333333333333,0
SEO,Chrome,M,33,United Kingdom,1,5,25,Monday,6,9,Tuesday,14000.0,0
SEO,Safari,M,30,India,1,7,12,Sunday,9,23,Wednesday,9333.333333333334,0
Direct,IE,F,45,Japan,1,8,4,Tuesday,8,25,Tuesday,8500.0,0
Ads,FireFox,F,35,Unknown Country,1,8,4,Tuesday,8,13,Thursday,27000.0,0
Ads,Opera,M,39,Unknown Country,1,4,16,Thursday,8,4,Tuesday,4111.111111111111,0
SEO,Safari,M,42,South Africa,1,8,9,Sunday,8,11,Tuesday,inf,1
Ads,IE,F,40,United States,1,3,30,Monday,7,7,Tuesday,1250.0,0
SEO,FireFox,M,23,United States,1,3,17,Tuesday,5,5,Tuesday,3750.0,0
Ads,FireFox,M,36,Thailand,1,3,30,Monday,7,20,Monday,3777.777777777778,0
Ads,Chrome,M,42,United States,1,7,23,Thursday,9,15,Tuesday,6500.0,0
Ads,Chrome,M,22,Unknown Country,1,5,29,Friday,7,18,Saturday,7250.0,0
Ads,IE,M,40,Unknown Country,1,8,15,Saturday,12,12,Saturday,6777.777777777777,0
SEO,IE,M,22,Colombia,1,2,27,Friday,4,27,Monday,7800.0,0
Ads,IE,F,41,Unknown Country,1,8,3,Monday,8,27,Thursday,23500.0,0
Ads,FireFox,F,33,Unknown Country,1,6,15,Monday,8,17,Monday,4800.0,0
SEO,FireFox,M,29,United States,1,6,22,Monday,8,31,Monday,8166.666666666667,0
Ads,Chrome,F,31,United States,1,7,20,Monday,7,30,Thursday,33000.0,0
Ads,FireFox,M,38,Unknown Country,1,2,1,Sunday,4,10,Friday,9600.0,0
Ads,Chrome,F,27,United States,1,3,20,Friday,4,12,Sunday,16000.0,0
SEO,IE,F,44,Mexico,1,3,2,Monday,3,28,Saturday,8500.0,0
SEO,IE,F,36,Unknown Country,1,1,15,Thursday,3,6,Friday,4000.0,0
SEO,Chrome,M,24,Romania,2,3,24,Tuesday,4,22,Wednesday,38500.0,0
SEO,FireFox,M,33,Unknown Country,1,3,26,Thursday,5,4,Monday,19666.666666666668,0
SEO,Opera,M,18,Poland,1,4,6,Monday,5,6,Wednesday,18000.0,0
Ads,Opera,M,31,Japan,1,1,24,Saturday,2,12,Thursday,26500.0,0
Ads,Chrome,M,23,Viet Nam,1,4,5,Sunday,7,15,Wednesday,3250.0,0
Ads,Chrome,M,34,United States,1,1,14,Wednesday,2,17,Tuesday,3000.0,0
Ads,IE,M,24,Unknown Country,1,3,27,Friday,6,18,Thursday,7571.428571428572,0
Ads,IE,M,24,United States,1,7,20,Monday,9,8,Tuesday,12000.0,0
SEO,Safari,M,31,Australia,1,6,23,Tuesday,8,22,Saturday,7800.0,0
Ads,Chrome,M,26,Japan,1,2,1,Sunday,2,18,Wednesday,55000.0,0
SEO,Chrome,M,34,United States,1,4,24,Friday,8,5,Wednesday,4875.0,0
Direct,Chrome,F,26,Taiwan; Republic of China (ROC),1,8,3,Monday,11,4,Wednesday,4285.714285714285,0
SEO,Chrome,M,32,United States,2,7,22,Wednesday,8,5,Wednesday,77000.0,0
Direct,Safari,M,24,United States,2,2,13,Friday,6,13,Saturday,10555.555555555555,0
Ads,Safari,F,36,United States,1,6,22,Monday,6,23,Tuesday,inf,0
Ads,IE,F,28,Unknown Country,1,3,11,Wednesday,4,15,Wednesday,30333.333333333332,0
Ads,Safari,F,31,Australia,1,6,10,Wednesday,6,24,Wednesday,21000.0,0
Ads,Chrome,M,42,China,1,6,25,Thursday,10,21,Wednesday,5222.222222222223,0
Ads,Chrome,M,47,United States,1,7,20,Monday,10,7,Wednesday,3833.3333333333335,0
Ads,IE,M,33,United States,1,4,6,Monday,6,16,Tuesday,8000.0,0
Ads,Chrome,M,41,Brazil,1,4,22,Wednesday,7,6,Monday,3500.0,0
Ads,Chrome,M,31,United States,1,7,15,Wednesday,10,21,Wednesday,2125.0,0
Ads,Safari,M,32,United States,1,5,13,Wednesday,6,19,Friday,19000.0,0
SEO,Safari,M,36,China,1,3,29,Sunday,7,5,Sunday,1750.0,0
Ads,IE,M,33,Italy,1,5,11,Monday,8,9,Sunday,6142.857142857143,0
SEO,IE,M,18,United States,1,7,12,Sunday,10,17,Saturday,6875.0,0
Ads,Chrome,M,42,Denmark,1,8,10,Monday,11,19,Thursday,5625.0,0
Direct,Safari,M,36,United States,1,7,29,Wednesday,9,26,Saturday,8000.0,0
SEO,Safari,M,35,United States,1,2,1,Sunday,5,20,Wednesday,5555.555555555556,0
Direct,Safari,F,18,China,1,5,20,Wednesday,9,16,Wednesday,3666.6666666666665,0
Direct,Chrome,M,29,United States,1,3,19,Thursday,5,7,Thursday,8250.0,0
Ads,Safari,M,32,United States,1,7,18,Saturday,10,11,Sunday,4142.857142857143,0
SEO,Chrome,F,45,China,1,5,28,Thursday,5,31,Sunday,inf,0
Direct,IE,M,27,Norway,1,2,7,Saturday,5,21,Thursday,5000.0,0
Direct,Chrome,F,32,United States,1,2,22,Sunday,3,27,Friday,19333.333333333332,0
Ads,Chrome,F,20,Netherlands,1,1,5,Monday,1,29,Thursday,11000.0,0
SEO,Chrome,M,38,United Kingdom,1,8,12,Wednesday,11,3,Tuesday,5142.857142857143,1
Ads,FireFox,F,39,Korea Republic of,1,7,26,Sunday,8,18,Tuesday,7000.0,0
Ads,IE,F,20,Finland,1,5,25,Monday,6,16,Tuesday,25500.0,0
Direct,Chrome,M,33,United States,1,2,20,Friday,5,25,Monday,9857.142857142857,0
Ads,Chrome,M,44,Ireland,1,5,9,Saturday,6,10,Wednesday,16000.0,0
SEO,Safari,M,33,United States,1,4,15,Wednesday,7,18,Saturday,6857.142857142857,0
SEO,IE,M,45,Japan,1,2,28,Saturday,3,21,Saturday,4500.0,0
SEO,Chrome,M,34,China,1,7,3,Friday,7,21,Tuesday,16000.0,0
SEO,FireFox,M,35,United States,1,4,11,Saturday,6,12,Friday,5000.0,0
SEO,Safari,F,25,United States,1,5,2,Saturday,6,23,Tuesday,11500.0,0
Ads,Safari,F,21,Sweden,1,5,26,Tuesday,8,16,Sunday,2500.0,0
Ads,FireFox,M,33,Brazil,1,5,17,Sunday,6,13,Saturday,20000.0,0
SEO,Safari,F,27,China,1,3,26,Thursday,7,11,Saturday,1250.0,0
Direct,FireFox,M,26,Denmark,1,1,24,Saturday,5,22,Friday,4555.555555555556,0
Ads,Chrome,M,29,Pakistan,1,5,21,Thursday,8,2,Sunday,5833.333333333333,0
SEO,Chrome,M,30,United States,11,1,9,Friday,1,9,Friday,inf,1
Ads,IE,M,31,United Kingdom,1,3,11,Wednesday,7,1,Wednesday,4222.222222222223,0
SEO,FireFox,M,47,United States,1,7,26,Sunday,9,15,Tuesday,4500.0,0
Direct,IE,F,31,Brazil,1,5,18,Monday,8,18,Tuesday,12285.714285714286,0
SEO,FireFox,M,27,China,1,8,8,Saturday,9,17,Thursday,12000.0,0
SEO,Chrome,F,19,Germany,1,1,11,Sunday,3,5,Thursday,2250.0,0
Ads,FireFox,M,27,United States,2,4,17,Friday,5,22,Friday,16333.333333333334,0
Ads,Safari,M,39,United States,1,2,7,Saturday,2,11,Wednesday,inf,0
SEO,Chrome,M,43,Egypt,1,4,1,Wednesday,5,14,Thursday,16666.666666666668,0
SEO,Opera,M,34,United States,2,8,3,Monday,10,31,Saturday,11857.142857142857,0
Ads,FireFox,M,22,Unknown Country,1,5,30,Saturday,7,24,Friday,7000.0,0
Ads,IE,M,26,Japan,1,2,12,Thursday,3,13,Friday,17500.0,0
Ads,FireFox,M,31,Mexico,1,8,3,Monday,11,21,Saturday,2888.8888888888887,0
Direct,Chrome,M,20,Brazil,1,7,21,Tuesday,9,4,Friday,15000.0,0
Ads,Chrome,F,37,United States,1,4,4,Saturday,6,8,Monday,8800.0,0
SEO,FireFox,M,31,United States,1,2,18,Wednesday,5,19,Tuesday,8142.857142857143,0
SEO,IE,M,33,Canada,1,1,15,Thursday,4,14,Tuesday,4285.714285714285,0
SEO,Chrome,F,35,United States,2,2,7,Saturday,5,9,Saturday,1857.142857142857,0
SEO,Opera,F,47,France,1,3,30,Monday,6,9,Tuesday,4666.666666666667,0
SEO,Chrome,F,26,Korea Republic of,1,6,21,Sunday,8,28,Friday,5400.0,0
SEO,FireFox,M,23,United Kingdom,1,6,18,Thursday,10,5,Monday,4333.333333333333,0
Ads,IE,M,34,China,1,1,2,Friday,2,3,Tuesday,14333.333333333334,0
SEO,IE,M,46,United States,1,3,12,Thursday,5,24,Sunday,7500.0,1
SEO,Chrome,F,30,Germany,1,5,12,Tuesday,8,23,Sunday,4875.0,0
SEO,IE,F,51,Switzerland,2,6,16,Tuesday,6,27,Saturday,37000.0,0
Direct,FireFox,M,33,United States,1,4,6,Monday,6,22,Monday,6666.666666666667,0
Ads,Safari,F,56,Germany,1,4,10,Friday,6,1,Monday,14750.0,0
SEO,Safari,F,23,United States,1,5,25,Monday,6,20,Saturday,9500.0,0
Direct,IE,M,31,United States,1,1,30,Friday,3,21,Saturday,9250.0,0
Ads,Chrome,M,40,Japan,1,4,28,Tuesday,6,28,Sunday,4000.0,0
Ads,Chrome,F,43,Japan,1,5,18,Monday,9,11,Friday,6555.555555555556,0
Ads,Safari,M,36,France,1,7,16,Thursday,7,19,Sunday,inf,0
SEO,FireFox,M,40,Spain,2,2,9,Monday,4,18,Saturday,10200.0,0
Direct,Chrome,M,37,United States,1,4,22,Wednesday,5,16,Saturday,11500.0,0
SEO,Chrome,F,23,Unknown Country,1,2,18,Wednesday,5,18,Monday,5285.714285714285,0
SEO,Chrome,M,50,Egypt,1,1,27,Tuesday,4,24,Friday,6285.714285714285,0
Ads,Chrome,F,41,China,1,8,4,Tuesday,9,19,Saturday,5250.0,0
SEO,Chrome,M,25,United States,1,8,13,Thursday,11,26,Thursday,4500.0,0
Ads,IE,F,36,United States,1,5,12,Tuesday,7,22,Wednesday,6500.0,0
Ads,Chrome,F,22,Korea Republic of,1,5,12,Tuesday,8,23,Sunday,2125.0,0
SEO,FireFox,M,29,Japan,1,7,9,Thursday,9,30,Wednesday,3714.285714285714,0
SEO,Chrome,M,24,China,1,4,4,Saturday,6,3,Wednesday,11200.0,0
SEO,Chrome,F,32,China,1,5,1,Friday,8,4,Tuesday,5571.428571428572,0
SEO,Chrome,F,32,Korea Republic of,1,3,12,Thursday,3,29,Sunday,22000.0,0
SEO,Opera,M,27,China,1,1,22,Thursday,3,27,Friday,6000.0,0
Ads,Chrome,F,34,United States,1,5,21,Thursday,7,25,Saturday,4400.0,0
SEO,Safari,F,27,Unknown Country,1,1,22,Thursday,5,17,Sunday,3777.777777777778,0
Ads,Safari,F,55,China,1,7,26,Sunday,9,2,Wednesday,20666.666666666668,0
SEO,Chrome,M,26,Japan,1,2,3,Tuesday,4,19,Sunday,8500.0,0
SEO,Opera,M,23,United States,10,1,3,Saturday,1,3,Saturday,inf,1
Ads,FireFox,M,49,Korea Republic of,1,1,4,Sunday,3,3,Tuesday,7000.0,0
SEO,FireFox,F,22,European Union,2,5,22,Friday,6,28,Sunday,13666.666666666666,0
SEO,Safari,M,30,Unknown Country,1,2,24,Tuesday,5,9,Saturday,8333.333333333334,0
SEO,Chrome,M,38,United States,13,1,12,Monday,1,12,Monday,inf,1
SEO,Chrome,M,32,United States,1,7,19,Sunday,8,10,Monday,26000.0,0
Ads,FireFox,F,29,United States,1,2,2,Monday,2,20,Friday,34000.0,0
SEO,Chrome,F,30,United States,1,7,26,Sunday,8,24,Monday,15500.0,0
SEO,Safari,M,19,United States,1,5,8,Friday,5,17,Sunday,22000.0,0
Direct,Safari,F,37,United States,1,8,17,Monday,11,10,Tuesday,2857.1428571428573,0
SEO,FireFox,F,37,Thailand,1,1,26,Monday,5,1,Friday,8250.0,0
Direct,IE,M,34,China,1,2,6,Friday,4,14,Tuesday,6600.0,0
Ads,IE,M,33,United States,2,8,7,Friday,10,29,Thursday,4571.428571428572,0
Direct,Safari,M,33,United States,4,1,5,Monday,4,1,Wednesday,27428.571428571428,0
SEO,Safari,F,33,United States,1,2,8,Sunday,4,9,Thursday,8200.0,0
SEO,IE,M,32,United States,1,4,29,Wednesday,6,15,Monday,11000.0,0
SEO,IE,M,37,United States,1,2,1,Sunday,2,13,Friday,33000.0,0
Ads,FireFox,F,36,France,1,5,26,Tuesday,6,28,Sunday,11000.0,0
Ads,IE,M,28,United States,1,3,9,Monday,6,6,Saturday,1571.4285714285713,0
SEO,Safari,M,31,United States,1,6,26,Friday,10,4,Sunday,8750.0,0
Ads,IE,F,42,United States,1,7,18,Saturday,8,29,Saturday,22333.333333333332,0
SEO,FireFox,F,20,Unknown Country,1,2,20,Friday,5,2,Saturday,6166.666666666667,0
Ads,IE,M,18,Unknown Country,1,5,31,Sunday,9,16,Wednesday,2000.0,0
Direct,Chrome,F,31,United States,1,5,7,Thursday,6,28,Sunday,14250.0,0
Ads,Chrome,F,26,Morocco,1,7,23,Thursday,8,4,Tuesday,87000.0,0
SEO,IE,M,33,United States,1,1,15,Thursday,2,1,Sunday,27000.0,0
Ads,IE,M,48,United States,1,7,7,Tuesday,10,12,Monday,7625.0,0
SEO,Safari,F,37,Unknown Country,1,2,25,Wednesday,3,23,Monday,38000.0,0
Ads,Chrome,M,26,Unknown Country,1,3,23,Monday,5,5,Tuesday,4666.666666666667,0
SEO,FireFox,F,24,Germany,1,4,28,Tuesday,8,15,Saturday,2000.0,0
Ads,IE,F,27,Korea Republic of,1,3,27,Friday,5,28,Thursday,6200.0,1
SEO,IE,F,21,United States,1,1,24,Saturday,2,6,Friday,15000.0,0
Direct,Chrome,M,33,United States,1,6,29,Monday,8,3,Monday,19333.333333333332,0
Direct,Safari,M,32,India,11,1,3,Saturday,1,3,Saturday,inf,1
SEO,FireFox,F,44,United States,1,2,28,Saturday,5,12,Tuesday,3666.6666666666665,0
Direct,IE,M,33,Korea Republic of,1,7,25,Saturday,10,17,Saturday,3714.285714285714,0
SEO,Chrome,M,41,United States,1,4,1,Wednesday,6,1,Monday,3800.0,0
SEO,Safari,M,22,Canada,12,1,1,Thursday,4,30,Thursday,37333.333333333336,0
Direct,IE,F,31,China,1,7,7,Tuesday,8,19,Wednesday,5333.333333333333,0
Ads,FireFox,M,27,China,1,2,21,Saturday,6,14,Sunday,2777.777777777778,0
Ads,Opera,M,18,Switzerland,1,3,30,Monday,5,25,Monday,6500.0,0
SEO,Chrome,F,23,United States,1,5,10,Sunday,5,11,Monday,inf,0
SEO,FireFox,F,28,United States,1,1,11,Sunday,3,30,Monday,1500.0,0
SEO,Chrome,M,55,United States,1,1,3,Saturday,3,30,Monday,4714.285714285715,0
Ads,FireFox,F,24,United States,1,5,12,Tuesday,8,20,Thursday,1125.0,0
SEO,Chrome,M,26,Japan,14,1,1,Thursday,1,1,Thursday,inf,1
Ads,FireFox,M,38,Unknown Country,1,3,25,Wednesday,6,26,Friday,5285.714285714285,0
SEO,IE,M,46,United States,1,2,28,Saturday,4,19,Sunday,4000.0,0
Direct,FireFox,M,51,Ireland,1,1,26,Monday,5,7,Thursday,2250.0,0
SEO,Chrome,M,42,Unknown Country,1,5,31,Sunday,7,26,Sunday,10500.0,0
Ads,FireFox,M,30,Netherlands,2,4,2,Thursday,6,30,Tuesday,9428.57142857143,0
Ads,IE,M,36,Unknown Country,1,4,20,Monday,5,8,Friday,25000.0,0
SEO,Chrome,M,32,Korea Republic of,1,5,27,Wednesday,7,15,Wednesday,8000.0,0
SEO,IE,M,30,Unknown Country,1,5,31,Sunday,7,25,Saturday,7500.0,0
Ads,IE,F,31,Unknown Country,1,1,8,Thursday,4,25,Saturday,4000.0,0
Ads,Chrome,F,45,United States,1,6,5,Friday,9,2,Wednesday,1571.4285714285713,0
SEO,IE,F,30,Norway,1,7,26,Sunday,8,8,Saturday,22000.0,0
Ads,Chrome,F,41,Netherlands,1,6,7,Sunday,6,15,Monday,17000.0,0
Direct,IE,F,32,United States,1,5,3,Sunday,5,20,Wednesday,25000.0,0
SEO,IE,F,56,United States,1,5,31,Sunday,6,25,Thursday,19500.0,0
Direct,IE,F,33,China,2,1,21,Wednesday,2,3,Tuesday,24000.0,0
Direct,FireFox,M,26,New Zealand,1,1,18,Sunday,4,21,Tuesday,7142.857142857143,0
Ads,IE,M,32,Mexico,9,1,10,Saturday,1,10,Saturday,inf,1
Ads,Chrome,M,35,Brazil,1,8,13,Thursday,11,10,Tuesday,1285.7142857142858,0
Ads,FireFox,F,56,Unknown Country,1,6,30,Tuesday,9,6,Sunday,5400.0,0
Ads,Chrome,M,22,Denmark,1,4,12,Sunday,6,24,Wednesday,8500.0,0
SEO,Chrome,F,24,Unknown Country,1,6,25,Thursday,10,9,Friday,3500.0,0
Ads,Safari,F,29,United States,1,4,3,Friday,6,24,Wednesday,3142.8571428571427,0
Direct,Safari,M,33,United States,1,4,14,Tuesday,6,24,Wednesday,12666.666666666666,0
Direct,FireFox,M,44,India,1,1,30,Friday,4,23,Thursday,6428.571428571428,0
SEO,Safari,M,42,Germany,1,2,2,Monday,3,18,Wednesday,6250.0,0
Direct,Chrome,M,39,Korea Republic of,2,7,5,Sunday,8,17,Monday,11666.666666666666,0
Ads,IE,F,35,Brazil,1,4,24,Friday,6,28,Sunday,12800.0,0
SEO,Safari,F,31,Unknown Country,2,6,19,Friday,7,29,Wednesday,13000.0,0
Ads,Chrome,M,58,Kazakhstan,1,1,22,Thursday,5,2,Saturday,1375.0,0
Direct,IE,M,35,Israel,1,5,24,Sunday,8,25,Tuesday,2428.5714285714284,0
Direct,Chrome,F,53,China,1,5,5,Tuesday,7,28,Tuesday,6714.285714285715,0
SEO,IE,M,30,Unknown Country,1,2,27,Friday,6,12,Friday,3000.0,0
Ads,FireFox,M,24,United Kingdom,1,8,1,Saturday,9,2,Wednesday,15666.666666666666,0
SEO,IE,F,29,France,1,3,14,Saturday,4,29,Wednesday,13500.0,0
SEO,FireFox,M,33,Unknown Country,1,7,8,Wednesday,9,3,Thursday,11500.0,0
SEO,Safari,M,46,Unknown Country,2,5,4,Monday,7,29,Wednesday,11000.0,0
Ads,FireFox,F,31,United States,1,7,7,Tuesday,9,28,Monday,10000.0,0
Direct,Safari,M,43,United States,1,6,21,Sunday,8,6,Thursday,7500.0,0
SEO,Chrome,M,47,Japan,1,8,17,Monday,8,24,Monday,70000.0,0
Ads,FireFox,M,29,China,1,1,28,Wednesday,2,20,Friday,27500.0,0
SEO,Chrome,F,36,Unknown Country,1,8,12,Wednesday,9,24,Thursday,20666.666666666668,0
Ads,IE,M,25,South Africa,1,7,5,Sunday,10,22,Thursday,6333.333333333333,0
SEO,Safari,M,29,Australia,2,6,14,Sunday,7,3,Friday,29000.0,0
Ads,FireFox,M,25,Viet Nam,1,5,15,Friday,8,19,Wednesday,4625.0,0
Ads,FireFox,F,43,Thailand,1,2,9,Monday,3,25,Wednesday,3333.3333333333335,0
Ads,IE,M,27,United States,1,6,18,Thursday,6,19,Friday,inf,0
Ads,Chrome,M,41,United States,1,2,1,Sunday,5,7,Thursday,4250.0,0
Ads,Safari,M,42,Austria,1,6,8,Monday,6,8,Monday,inf,0
Direct,Safari,F,30,South Africa,1,5,12,Tuesday,5,15,Friday,inf,0
Direct,Chrome,M,43,United States,1,4,14,Tuesday,4,25,Saturday,34000.0,0
SEO,Chrome,F,41,United States,2,4,19,Sunday,5,16,Saturday,7500.0,0
Ads,FireFox,M,27,Brazil,1,6,18,Thursday,9,2,Wednesday,3166.6666666666665,0
SEO,IE,M,19,Canada,10,1,2,Friday,1,2,Friday,inf,1
Ads,Chrome,M,25,United States,1,5,12,Tuesday,8,19,Wednesday,3250.0,0
SEO,FireFox,M,28,Saudi Arabia,1,1,24,Saturday,3,8,Sunday,13000.0,0
SEO,IE,M,21,United States,1,5,19,Tuesday,6,9,Tuesday,8000.0,0
Ads,IE,M,30,Saudi Arabia,2,6,5,Friday,7,2,Thursday,25500.0,0
Ads,IE,M,28,Unknown Country,1,7,23,Thursday,9,20,Sunday,9400.0,0
SEO,Chrome,F,36,United States,1,4,28,Tuesday,5,7,Thursday,20000.0,0
Ads,IE,M,41,United States,1,2,1,Sunday,4,29,Wednesday,6142.857142857143,0
Ads,IE,M,38,China,1,6,27,Saturday,8,10,Monday,13333.333333333334,0
Direct,Chrome,F,43,United States,2,4,8,Wednesday,4,21,Tuesday,77000.0,0
Direct,IE,F,38,Unknown Country,1,3,26,Thursday,4,7,Tuesday,45000.0,0
Ads,Chrome,M,24,Costa Rica,10,1,4,Sunday,1,4,Sunday,inf,1
Direct,Chrome,M,30,Germany,1,7,16,Thursday,11,7,Saturday,2000.0,0
SEO,Safari,M,36,Italy,1,4,25,Saturday,8,22,Saturday,4555.555555555556,0
Ads,Chrome,M,37,Dominican Republic,1,7,10,Friday,10,19,Monday,4000.0,0
Direct,Chrome,F,21,United States,1,2,16,Monday,2,23,Monday,27000.0,0
SEO,Chrome,M,33,United States,1,5,26,Tuesday,8,16,Sunday,11166.666666666666,0
Ads,IE,F,26,United States,1,8,4,Tuesday,10,23,Friday,7166.666666666667,0
SEO,FireFox,F,38,Unknown Country,1,3,4,Wednesday,6,19,Friday,9500.0,0
SEO,IE,F,19,United States,1,1,13,Tuesday,4,20,Monday,6500.0,0
Direct,Chrome,M,19,United States,1,7,7,Tuesday,9,7,Monday,5600.0,0
SEO,Chrome,F,58,Argentina,2,5,29,Friday,9,3,Thursday,5125.0,0
Ads,IE,F,29,United States,1,1,3,Saturday,3,23,Monday,5333.333333333333,1
Direct,IE,M,25,United States,1,7,24,Friday,10,22,Thursday,3857.1428571428573,0
Ads,Chrome,F,45,United States,1,1,28,Wednesday,1,29,Thursday,inf,0
SEO,IE,M,24,United States,1,3,19,Thursday,5,2,Saturday,20333.333333333332,0
SEO,FireFox,M,46,United States,1,1,16,Friday,5,14,Thursday,1888.888888888889,0
Ads,Chrome,M,18,Unknown Country,1,5,14,Thursday,8,14,Friday,13285.714285714286,0
Ads,Safari,M,27,United States,15,1,6,Tuesday,1,6,Tuesday,inf,1
